time,open,high,low,close,volume
2026-02-18 09:10:00+00:00,1.0493,1.0506,1.0486,1.05,7448.0
2026-02-18 09:15:00+00:00,1.0504,1.0505,1.0492,1.0497,8352.0
2026-02-18 09:20:00+00:00,1.0501,1.0503,1.0491,1.0493,7649.0
2026-02-18 09:25:00+00:00,1.0493,1.0497,1.0486,1.0486,7973.0
2026-02-18 09:30:00+00:00,1.0486,1.0501,1.0485,1.0493,9165.0
2026-02-18 09:35:00+00:00,1.0497,1.0497,1.0485,1.0493,8776.0
2026-02-18 09:40:00+00:00,1.0493,1.0497,1.0486,1.0497,7335.0
2026-02-18 09:45:00+00:00,1.0497,1.0497,1.0485,1.0489,8542.0
2026-02-18 09:50:00+00:00,1.0486,1.0495,1.0485,1.0493,7324.0
2026-02-18 09:55:00+00:00,1.0493,1.0495,1.0486,1.0495,9445.0
2026-02-18 10:00:00+00:00,1.0495,1.0506,1.0486,1.0506,7321.0
2026-02-18 10:05:00+00:00,1.0502,1.0528,1.0499,1.0524,8721.0
2026-02-18 10:10:00+00:00,1.0528,1.0544,1.0524,1.0535,8511.0
2026-02-18 10:15:00+00:00,1.0535,1.054,1.0524,1.0531,9501.0
2026-02-18 10:20:00+00:00,1.0527,1.0573,1.0527,1.0573,34898.0
2026-02-18 10:25:00+00:00,1.0573,1.058,1.0564,1.0574,16749.0
2026-02-18 10:30:00+00:00,1.0579,1.0582,1.0535,1.0539,73845.0
2026-02-18 10:35:00+00:00,1.0535,1.0545,1.0532,1.0542,22396.0
2026-02-18 10:40:00+00:00,1.0542,1.0558,1.0535,1.054,18219.0
2026-02-18 10:45:00+00:00,1.054,1.0551,1.053,1.0533,10151.0
2026-02-18 10:50:00+00:00,1.0533,1.0537,1.051,1.0511,34004.0
2026-02-18 10:55:00+00:00,1.0516,1.0516,1.05,1.0509,16637.0
2026-02-18 11:00:00+00:00,1.051,1.0514,1.0491,1.0491,10565.0
2026-02-18 11:05:00+00:00,1.0494,1.0495,1.0366,1.0374,65890.0
2026-02-18 11:10:00+00:00,1.0374,1.0416,1.0343,1.0416,59533.0
2026-02-18 11:15:00+00:00,1.0415,1.0423,1.0406,1.0421,13800.0
2026-02-18 11:20:00+00:00,1.0423,1.0436,1.0413,1.0426,14313.0
2026-02-18 11:25:00+00:00,1.0426,1.046,1.0426,1.0452,20165.0
2026-02-18 11:30:00+00:00,1.0452,1.0457,1.0433,1.0447,57309.0
2026-02-18 11:35:00+00:00,1.0443,1.0458,1.0431,1.0435,11933.0
2026-02-18 11:40:00+00:00,1.0439,1.0445,1.0431,1.044,8753.0
2026-02-18 11:45:00+00:00,1.0438,1.0455,1.0428,1.0439,10091.0
2026-02-18 11:50:00+00:00,1.044,1.044,1.043,1.0437,7772.0
2026-02-18 11:55:00+00:00,1.0433,1.0438,1.0391,1.0399,15965.0
2026-02-18 12:00:00+00:00,1.0399,1.0423,1.0383,1.0417,14932.0
2026-02-18 12:05:00+00:00,1.0417,1.0439,1.0398,1.0403,12389.0
2026-02-18 12:10:00+00:00,1.0401,1.0417,1.0393,1.0402,9613.0
2026-02-18 12:15:00+00:00,1.0406,1.0419,1.0402,1.0408,11302.0
2026-02-18 12:20:00+00:00,1.0408,1.0415,1.0394,1.0404,11464.0
2026-02-18 12:25:00+00:00,1.04,1.0409,1.0397,1.0407,9142.0
2026-02-18 12:30:00+00:00,1.0407,1.0411,1.035,1.0351,29950.0
2026-02-18 12:35:00+00:00,1.0354,1.0378,1.0335,1.0378,20660.0
2026-02-18 12:40:00+00:00,1.0374,1.0406,1.0366,1.0402,11041.0
2026-02-18 12:45:00+00:00,1.0406,1.042,1.0402,1.0419,7783.0
2026-02-18 12:50:00+00:00,1.0416,1.042,1.0406,1.0414,9857.0
2026-02-18 12:55:00+00:00,1.0418,1.0418,1.0382,1.0386,9111.0
2026-02-18 13:00:00+00:00,1.0388,1.0407,1.0365,1.0369,8889.0
2026-02-18 13:05:00+00:00,1.0369,1.0384,1.0358,1.0377,18486.0
2026-02-18 13:10:00+00:00,1.0373,1.0391,1.0363,1.0387,27950.0
2026-02-18 13:15:00+00:00,1.0382,1.0399,1.0362,1.0366,10228.0
2026-02-18 13:20:00+00:00,1.0366,1.0367,1.0341,1.036,17469.0
2026-02-18 13:25:00+00:00,1.0356,1.0389,1.0356,1.038,7517.0
2026-02-18 13:30:00+00:00,1.0376,1.038,1.0333,1.0352,25571.0
2026-02-18 13:35:00+00:00,1.0356,1.0368,1.0352,1.0355,11387.0
2026-02-18 13:40:00+00:00,1.0355,1.0359,1.0313,1.0332,45471.0
2026-02-18 13:45:00+00:00,1.0332,1.0344,1.03,1.0301,38639.0
2026-02-18 13:50:00+00:00,1.0301,1.0325,1.0296,1.0297,38514.0
2026-02-18 13:55:00+00:00,1.0297,1.0341,1.0291,1.0334,13968.0
2026-02-18 14:00:00+00:00,1.0338,1.035,1.0334,1.0339,14467.0
2026-02-18 14:05:00+00:00,1.0339,1.0356,1.0316,1.0346,35975.0
