time,open,high,low,close,volume
2025-09-21 17:00:00+00:00,4474.69,4492.7,4465.06,4489.77,9391.13
2025-09-21 18:00:00+00:00,4489.79,4495.67,4482.4,4495.47,8842.9
2025-09-21 19:00:00+00:00,4495.45,4496.98,4474.69,4492.44,10337.59
2025-09-21 20:00:00+00:00,4492.44,4493.0,4472.45,4472.45,8349.12
2025-09-21 21:00:00+00:00,4472.47,4476.25,4465.12,4469.24,5724.29
2025-09-21 22:00:00+00:00,4469.24,4476.0,4443.11,4463.26,11205.66
2025-09-21 23:00:00+00:00,4463.26,4463.26,4440.74,4443.13,9218.64
2025-09-22 00:00:00+00:00,4443.13,4454.25,4318.87,4333.7,99272.91
2025-09-22 01:00:00+00:00,4333.7,4349.72,4324.14,4326.19,26425.77
2025-09-22 02:00:00+00:00,4326.19,4338.33,4260.69,4286.27,53019.38
2025-09-22 03:00:00+00:00,4286.39,4305.94,4285.39,4303.5,11819.94
2025-09-22 04:00:00+00:00,4303.5,4308.66,4286.34,4287.98,9252.05
2025-09-22 05:00:00+00:00,4287.98,4296.28,4215.0,4215.0,19034.9
2025-09-22 06:00:00+00:00,4215.0,4220.28,4043.43,4190.0,170838.53
2025-09-22 07:00:00+00:00,4190.0,4221.15,4180.52,4190.87,31033.25
2025-09-22 08:00:00+00:00,4190.87,4205.27,4183.56,4192.18,12934.51
2025-09-22 09:00:00+00:00,4192.16,4195.13,4134.23,4149.3,28740.94
2025-09-22 10:00:00+00:00,4149.3,4187.56,4136.53,4179.82,19507.44
2025-09-22 11:00:00+00:00,4179.79,4189.37,4171.45,4179.5,14398.38
2025-09-22 12:00:00+00:00,4179.5,4197.77,4166.74,4189.99,11772.58
2025-09-22 13:00:00+00:00,4190.01,4214.58,4171.11,4205.0,23854.0
2025-09-22 14:00:00+00:00,4204.82,4217.0,4181.03,4187.74,18374.55
2025-09-22 15:00:00+00:00,4187.72,4193.57,4156.73,4165.68,17627.88
2025-09-22 16:00:00+00:00,4165.7,4180.77,4158.0,4162.35,11819.13
2025-09-22 17:00:00+00:00,4162.6,4177.55,4143.73,4162.44,20489.16
2025-09-22 18:00:00+00:00,4162.36,4176.0,4153.31,4153.33,6659.81
2025-09-22 19:00:00+00:00,4153.31,4164.14,4120.01,4132.43,22425.72
2025-09-22 20:00:00+00:00,4133.1,4187.44,4132.13,4179.76,12954.85
2025-09-22 21:00:00+00:00,4179.76,4196.76,4173.95,4195.73,6636.54
2025-09-22 22:00:00+00:00,4195.74,4196.36,4182.17,4188.32,4968.67
2025-09-22 23:00:00+00:00,4188.32,4206.05,4186.94,4196.51,7112.17
2025-09-23 00:00:00+00:00,4196.51,4209.46,4187.42,4189.34,7626.28
2025-09-23 01:00:00+00:00,4189.36,4196.91,4160.79,4161.75,10608.51
2025-09-23 02:00:00+00:00,4161.73,4181.37,4139.0,4141.92,12639.62
2025-09-23 03:00:00+00:00,4141.78,4195.53,4112.48,4186.1,30344.49
2025-09-23 04:00:00+00:00,4186.12,4191.85,4152.65,4175.12,11535.05
2025-09-23 05:00:00+00:00,4175.14,4192.54,4162.9,4181.19,8456.65
2025-09-23 06:00:00+00:00,4181.21,4214.22,4176.32,4203.09,14129.75
2025-09-23 07:00:00+00:00,4203.04,4210.0,4195.45,4203.13,7710.42
2025-09-23 08:00:00+00:00,4203.13,4212.54,4192.11,4206.58,7842.91
2025-09-23 09:00:00+00:00,4206.58,4227.03,4182.43,4189.84,18877.27
2025-09-23 10:00:00+00:00,4189.82,4194.44,4183.09,4191.09,6677.09
2025-09-23 11:00:00+00:00,4191.09,4193.51,4175.98,4189.79,7829.61
2025-09-23 12:00:00+00:00,4189.71,4202.68,4181.66,4193.15,9033.03
2025-09-23 13:00:00+00:00,4193.15,4207.47,4178.36,4185.51,13094.39
2025-09-23 14:00:00+00:00,4185.56,4209.44,4161.4,4172.8,26473.49
2025-09-23 15:00:00+00:00,4172.78,4201.93,4160.31,4178.92,21229.69
2025-09-23 16:00:00+00:00,4178.92,4205.63,4162.44,4190.44,27298.5
2025-09-23 17:00:00+00:00,4190.42,4192.24,4135.67,4147.26,25096.08
2025-09-23 18:00:00+00:00,4147.24,4165.97,4144.5,4155.54,13813.3
2025-09-23 19:00:00+00:00,4155.53,4181.37,4140.06,4151.42,16273.91
2025-09-23 20:00:00+00:00,4151.44,4175.04,4137.61,4174.04,13738.17
2025-09-23 21:00:00+00:00,4173.79,4189.96,4162.08,4181.73,8725.97
2025-09-23 22:00:00+00:00,4181.45,4187.83,4166.85,4179.81,6941.03
2025-09-23 23:00:00+00:00,4179.81,4183.57,4158.52,4162.21,7555.22
2025-09-24 00:00:00+00:00,4162.23,4192.99,4156.57,4172.23,10758.19
2025-09-24 01:00:00+00:00,4172.22,4191.74,4166.7,4187.81,7678.01
2025-09-24 02:00:00+00:00,4187.79,4190.13,4159.0,4167.61,15600.38
2025-09-24 03:00:00+00:00,4167.58,4172.49,4127.3,4145.91,24523.64
2025-09-24 04:00:00+00:00,4145.91,4159.97,4072.44,4139.13,83200.21
2025-09-24 05:00:00+00:00,4139.13,4175.01,4136.78,4170.4,12898.54
2025-09-24 06:00:00+00:00,4170.39,4181.9,4165.0,4179.08,11674.01
2025-09-24 07:00:00+00:00,4179.08,4182.42,4163.37,4173.33,8271.05
2025-09-24 08:00:00+00:00,4173.33,4176.53,4165.7,4172.93,5906.28
2025-09-24 09:00:00+00:00,4172.91,4182.86,4167.84,4180.93,7429.26
2025-09-24 10:00:00+00:00,4180.95,4182.0,4162.01,4175.36,8091.08
2025-09-24 11:00:00+00:00,4175.36,4195.93,4172.46,4179.98,17109.48
2025-09-24 12:00:00+00:00,4179.98,4185.41,4168.34,4178.59,7618.38
2025-09-24 13:00:00+00:00,4178.59,4184.08,4145.47,4148.15,20430.82
2025-09-24 14:00:00+00:00,4148.13,4205.3,4147.81,4191.82,23279.53
2025-09-24 15:00:00+00:00,4191.82,4196.0,4160.07,4163.68,16225.49
2025-09-24 16:00:00+00:00,4163.7,4174.59,4152.0,4170.9,13125.55
2025-09-24 17:00:00+00:00,4170.88,4192.09,4163.69,4181.11,10758.98
2025-09-24 18:00:00+00:00,4181.11,4182.1,4163.3,4170.03,8355.23
2025-09-24 19:00:00+00:00,4170.05,4172.2,4152.91,4158.86,6925.49
2025-09-24 20:00:00+00:00,4158.86,4167.1,4146.41,4163.41,8621.22
2025-09-24 21:00:00+00:00,4163.39,4169.77,4128.61,4142.85,13461.78
2025-09-24 22:00:00+00:00,4142.83,4161.82,4141.08,4152.15,11183.18
2025-09-24 23:00:00+00:00,4152.13,4160.23,4142.5,4150.35,5807.27
2025-09-25 00:00:00+00:00,4150.35,4159.0,4120.36,4126.96,18455.48
2025-09-25 01:00:00+00:00,4126.76,4134.59,4079.76,4099.9,41537.25
2025-09-25 02:00:00+00:00,4099.92,4135.31,4059.4,4099.67,46660.17
2025-09-25 03:00:00+00:00,4099.67,4101.14,4019.44,4059.93,44907.02
2025-09-25 04:00:00+00:00,4059.78,4068.77,3962.24,4000.06,68038.71
2025-09-25 05:00:00+00:00,4000.08,4038.0,3976.32,4022.8,28770.43
2025-09-25 06:00:00+00:00,4022.8,4025.9,3992.03,3995.86,21600.04
2025-09-25 07:00:00+00:00,3995.88,4019.76,3983.78,4006.73,17283.19
2025-09-25 08:00:00+00:00,4006.71,4033.66,4001.27,4013.09,18480.55
2025-09-25 09:00:00+00:00,4013.09,4050.41,4009.91,4022.97,24063.44
2025-09-25 10:00:00+00:00,4022.86,4041.11,4007.53,4011.73,14128.75
2025-09-25 11:00:00+00:00,4011.75,4018.35,3990.19,4000.53,22673.55
2025-09-25 12:00:00+00:00,4000.53,4014.7,3916.28,3976.96,78438.22
2025-09-25 13:00:00+00:00,3976.96,4005.8,3943.58,3968.45,61049.42
2025-09-25 14:00:00+00:00,3968.47,4021.08,3966.79,4011.68,36960.04
2025-09-25 15:00:00+00:00,4011.59,4014.59,3978.29,4000.86,22027.2
2025-09-25 16:00:00+00:00,4000.89,4005.0,3925.56,3938.25,41450.27
2025-09-25 17:00:00+00:00,3938.25,3940.73,3822.03,3836.74,96016.71
2025-09-25 18:00:00+00:00,3836.94,3923.29,3822.5,3922.98,56781.89
2025-09-25 19:00:00+00:00,3922.98,3945.44,3905.0,3909.77,27909.59
2025-09-25 20:00:00+00:00,3909.81,3917.07,3875.76,3884.01,23071.25
2025-09-25 21:00:00+00:00,3884.01,3916.57,3879.14,3903.12,14006.66
2025-09-25 22:00:00+00:00,3903.12,3934.93,3879.76,3890.9,15292.38
2025-09-25 23:00:00+00:00,3890.9,3903.85,3847.74,3872.63,23301.84
2025-09-26 00:00:00+00:00,3872.63,3936.92,3865.1,3929.99,25025.4
2025-09-26 01:00:00+00:00,3930.05,3956.45,3918.67,3947.18,17391.9
2025-09-26 02:00:00+00:00,3946.76,3969.84,3940.0,3957.13,13804.73
2025-09-26 03:00:00+00:00,3957.11,3967.51,3942.68,3963.8,10798.4
