time,open,high,low,close,volume
2025-12-05 13:10:00+00:00,3128.67,3136.44,3122.62,3123.26,4216.29
2025-12-05 13:15:00+00:00,3123.26,3129.79,3120.81,3128.08,928.99
2025-12-05 13:20:00+00:00,3128.08,3130.0,3125.51,3127.83,722.37
2025-12-05 13:25:00+00:00,3127.81,3127.81,3111.16,3119.42,3239.96
2025-12-05 13:30:00+00:00,3119.4,3121.0,3106.16,3117.21,4171.6
2025-12-05 13:35:00+00:00,3117.27,3117.27,3104.36,3105.09,1765.27
2025-12-05 13:40:00+00:00,3105.08,3107.64,3086.4,3095.17,11961.55
2025-12-05 13:45:00+00:00,3095.39,3098.82,3086.51,3094.73,3946.51
2025-12-05 13:50:00+00:00,3094.63,3105.6,3092.31,3102.05,3279.78
2025-12-05 13:55:00+00:00,3102.06,3107.49,3097.06,3097.88,2380.6
2025-12-05 14:00:00+00:00,3097.88,3106.26,3096.93,3100.8,2437.08
2025-12-05 14:05:00+00:00,3100.78,3109.41,3100.13,3106.39,2090.14
2025-12-05 14:10:00+00:00,3106.43,3112.37,3099.04,3102.51,3155.26
2025-12-05 14:15:00+00:00,3102.53,3105.56,3099.35,3104.81,1182.81
2025-12-05 14:20:00+00:00,3104.82,3104.92,3095.96,3098.94,1394.48
2025-12-05 14:25:00+00:00,3099.07,3104.81,3099.02,3099.58,1683.92
2025-12-05 14:30:00+00:00,3099.54,3114.06,3099.0,3107.41,4418.34
2025-12-05 14:35:00+00:00,3107.45,3109.45,3091.08,3091.93,3629.82
2025-12-05 14:40:00+00:00,3091.98,3101.83,3081.32,3093.73,5257.95
2025-12-05 14:45:00+00:00,3093.94,3105.58,3088.59,3091.65,3014.17
2025-12-05 14:50:00+00:00,3091.8,3103.14,3086.19,3101.05,3028.43
2025-12-05 14:55:00+00:00,3101.1,3104.94,3098.1,3102.28,1587.15
2025-12-05 15:00:00+00:00,3102.2,3145.6,3102.2,3143.3,9899.57
2025-12-05 15:05:00+00:00,3143.19,3156.99,3128.16,3131.2,15265.83
2025-12-05 15:10:00+00:00,3131.12,3146.36,3129.14,3139.56,7769.59
2025-12-05 15:15:00+00:00,3139.56,3145.36,3127.75,3132.37,3170.96
2025-12-05 15:20:00+00:00,3132.34,3140.53,3129.9,3137.82,2170.29
2025-12-05 15:25:00+00:00,3137.5,3137.86,3127.45,3137.27,2280.55
2025-12-05 15:30:00+00:00,3137.37,3144.5,3135.53,3139.42,2461.69
